,symbol,name,currency,exchange,mic_code,country,type
33035,AFRMF,Alphaform AG,USD,OTC,Pink,United States,Common Stock
33040,AFSIA,"AmTrust Financial Services, Inc.",USD,OTC,Pink,United States,Preferred Stock
33041,AFSIB,"AmTrust Financial Services, Inc.",USD,OTC,Pink,United States,Preferred Stock
33042,AFSIC,"AmTrust Financial Services, Inc.",USD,OTC,Pink,United States,Preferred Stock
33043,AFSIM,"AmTrust Financial Services, Inc.",USD,OTC,Pink,United States,Preferred Stock
33044,AFSIN,"AmTrust Financial Services, Inc.",USD,OTC,Pink,United States,Preferred Stock
33045,AFSIP,"AmTrust Financial Services, Inc.",USD,OTC,Pink,United States,Preferred Stock
33052,AFTC,"Alternative Fuel Technologies, Inc.",USD,OTC,Pink,United States,Common Stock
33053,AFTM,"AfterMaster, Inc.",USD,OTC,OTCQB,United States,Common Stock
33057,AFTTF,Afritin Mng Ltd.,USD,OTC,Pink,United States,Common Stock
33073,AFYG,Affinity Gold Corp.,USD,OTC,Pink,United States,Common Stock
33094,AGACW,African Gold Acquisition Corporation,USD,OTC,Pink,United States,Common Stock
33097,AGAEW,Allied Gaming & Entertainment Inc,USD,OTC,Pink,United States,Common Stock
33105,AGATF,Deutsche Bank Aktiengesellschaft,USD,OTC,Pink,United States,Structured Product
33115,AGCCF,Gensource Potash Corp.,USD,OTC,Grey,United States,Common Stock
33118,AGCZ,Andes Gold Corp.,USD,OTC,Pink,United States,Common Stock
33125,AGDXF,Antioquia Gold Inc,USD,OTC,Pink,United States,Common Stock
33126,AGDY,"Agri-Dynamics, Inc.",USD,OTC,Pink,United States,Common Stock
33138,AGESF,ageas SA/NV,USD,OTC,Grey,United States,Common Stock
33139,AGESY,ageas SA/NV,USD,OTC,Pink,United States,American Depositary Receipt
33140,AGFAF,Agraflora Organics Intl Inc.,USD,OTC,Pink,United States,Common Stock
33144,AGFMF,AGF Management Ltd.,USD,OTC,Pink,United States,Common Stock
33154,AGGFF,African Gold Group Inc.,USD,OTC,Grey,United States,Common Stock
33155,AGGG,Antilia Group Corp,USD,OTC,Pink,United States,Common Stock
33156,AGGHF,Agrios Global Holdings Ltd.,USD,OTC,OTCQB,United States,Common Stock
33157,AGGI,"Allied Energy, Inc.",USD,OTC,Pink,United States,Common Stock
33160,AGGX,"AngioGenex, Inc.",USD,OTC,Pink,United States,Common Stock
33161,AGGZF,AG Growth International Inc.,USD,OTC,Pink,United States,Common Stock
33182,AGIN,American Graphite Technologies Inc.,USD,OTC,Pink,United States,Common Stock
33195,AGLAF,Aguila American Gold Ltd.,USD,OTC,Grey,United States,Common Stock
33197,AGLDF,Austral Gold Ltd.,USD,OTC,Grey,United States,Common Stock
33200,AGLNF,AGL Energy Ltd,USD,OTC,Pink,United States,Common Stock
33201,AGLT,Angel Telecom Corp.,USD,OTC,Pink,United States,Common Stock
33206,AGLXY,AGL Energy Ltd,USD,OTC,Pink,United States,American Depositary Receipt
33213,AGMJF,Algoma Centennial Corp.,USD,OTC,Grey,United States,Common Stock
33218,AGMRF,Silver Mountain Resources Inc.,USD,OTC,Pink,United States,Common Stock
33233,AGNMF,Agronomics Limited,USD,OTC,Pink,United States,Common Stock
33234,AGNPF,Algernon Pharmaceuticals Inc.,USD,OTC,OTCQB,United States,Common Stock
33235,AGNY,Agavenny Corporation,USD,OTC,Pink,United States,Common Stock
33237,AGOAF,Abengoa S.A.,USD,OTC,Pink,United States,Common Stock
33240,AGPPF,Anglo American Platinum Ltd.,USD,OTC,Pink,United States,Common Stock
33241,AGPYY,Agile Group Holdings Limited,USD,OTC,Pink,United States,American Depositary Receipt
33253,AGRDF,Minnova Corp.,USD,OTC,Grey,United States,Common Stock
33254,AGREF,Argonaut Resources NL,USD,OTC,Grey,United States,Common Stock
33257,AGRIP,"AgriBank, FCB",USD,OTC,Pink,United States,Common Stock
33272,AGRPF,Absa Group Ltd.,USD,OTC,Grey,United States,Common Stock
33273,AGRPY,Absa Group Ltd.,USD,OTC,Pink,United States,American Depositary Receipt
33274,AGRS,"Agristar, Inc.",USD,OTC,Pink,United States,Common Stock
33285,AGSS,Ameriguard Security Services Inc.,USD,OTC,Pink,United States,Common Stock
33288,AGSVF,Argentum Silver Corp.,USD,OTC,Grey,United States,Common Stock
33294,AGTEF,Agtech Holdings Ltd.,USD,OTC,Pink,United States,Common Stock
33298,AGTK,"Agritek Holdings, Inc.",USD,OTC,Pink,United States,Common Stock
33299,AGTT,"Angstrom Technologies, Inc.",USD,OTC,Pink,United States,Common Stock
33300,AGTX,Agentix Corp.,USD,OTC,Pink,United States,Common Stock
33307,AGXKF,Anglo Asian Mining PLC,USD,OTC,Pink,United States,Common Stock
33308,AGXPF,SILVER X MNG CORP.,USD,OTC,Pink,United States,Common Stock
33309,AGXXF,AGILYX ASA,USD,OTC,Pink,United States,Common Stock
33316,AGYP,Allied Energy Corporation,USD,OTC,Pink,United States,Common Stock
33318,AGYTF,Allergy Therapeutics plc,USD,OTC,Pink,United States,Common Stock
33319,AGZNF,AEGEAN Airlines,USD,OTC,Pink,United States,Common Stock
33326,AHAG,"Alpha Technologies Group, Inc.",USD,OTC,Pink,United States,Common Stock
33327,AHAHF,Ahalife Holdings Ltd,USD,OTC,Pink,United States,Common Stock
33335,AHCD,ARCHIVAL CD INC,USD,OTC,Pink,United States,Common Stock
