,symbol,name,currency,exchange,mic_code,country,type
273,000668,"Rongfeng Holding Group Co.,Ltd.",CNY,SZSE,XSHE,China,Common Stock
274,000669,"Jinhong Holding Group Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
276,000670,"Infotmic Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
277,000671,"Yango Group Co., Ltd",CNY,SZSE,XSHE,China,Common Stock
278,000672,"Gansu Shangfeng Cement Co.,Ltd",CNY,SZSE,XSHE,China,Common Stock
279,000676,"Genimous Technology Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
280,000677,"CHTC Helon Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
281,000678,"Xiangyang Automobile Bearing Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
282,000679,Dalian Friendship ,CNY,SZSE,XSHE,China,Common Stock
283,000680,"Shantui Construction Machinery Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
285,000681,"Visual China Group Co.,Ltd.",CNY,SZSE,XSHE,China,Common Stock
286,000682,"Dongfang Electronics Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
287,000683,"Inner Mongolia Yuan Xing Energy Co.,Ltd",CNY,SZSE,XSHE,China,Common Stock
288,000685,"Zhongshan Public Utilities Group Co.,Ltd.",CNY,SZSE,XSHE,China,Common Stock
289,000686,"Northeast Securities Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
290,000688,"GuoCheng Mining CO.,LTD",CNY,SZSE,XSHE,China,Common Stock
291,000690,"Guangdong Baolihua New Energy Stock Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
292,000691,"Hainan Yatai Industrial Development Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
293,000692,"Shenyang Huitian Thermal Power Co.,Ltd",CNY,SZSE,XSHE,China,Common Stock
294,000695,"Tianjin Binhai Energy & Development Co.,Ltd",CNY,SZSE,XSHE,China,Common Stock
295,000697,"Ligeance Aerospace Technology Co.,Ltd.",CNY,SZSE,XSHE,China,Common Stock
296,000698,"Shenyang Chemical Industry Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
300,000700,"Jiangnan Mould & Plastic Technology Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
301,000701,Xiamen Xindeco Ltd.,CNY,SZSE,XSHE,China,Common Stock
302,000702,"Hunan Zhenghong Science and Technology Develop Co.,Ltd.",CNY,SZSE,XSHE,China,Common Stock
303,000703,"Hengyi Petrochemical Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
304,000705,"Zhejiang Zhenyuan Share Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
305,000707,"Hubei Shuanghuan Science and Technology Stock Co.,Ltd",CNY,SZSE,XSHE,China,Common Stock
306,000708,"Citic Pacific Special Steel Group Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
307,000709,Hbis Company Limited,CNY,SZSE,XSHE,China,Common Stock
308,000710,"Berry Genomics Co.,Ltd",CNY,SZSE,XSHE,China,Common Stock
309,000711,"Kingland Technology Co.,Ltd.",CNY,SZSE,XSHE,China,Common Stock
310,000712,Guangdong Golden Dragon Development Inc.,CNY,SZSE,XSHE,China,Common Stock
311,000713,"Hefei Fengle Seed Co., Ltd",CNY,SZSE,XSHE,China,Common Stock
312,000715,"Zhongxing Shenyang Commercial Building Group Co.,Ltd",CNY,SZSE,XSHE,China,Common Stock
313,000716,"Nanfang Black Sesame Group Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
314,000717,"SGIS Songshan Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
315,000718,"Suning Universal Co.,Ltd",CNY,SZSE,XSHE,China,Common Stock
316,000719,"Central china land media CO.,LTD",CNY,SZSE,XSHE,China,Common Stock
317,000720,"Shandong Xinneng Taishan Power Generation Co.,Ltd.",CNY,SZSE,XSHE,China,Common Stock
319,000721,"Xi'an Catering Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
320,000722,"Hunan Development Group Co.,Ltd",CNY,SZSE,XSHE,China,Common Stock
321,000723,"Shanxi Meijin Energy Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
322,000725,BOE Technology Group Company Limited,CNY,SZSE,XSHE,China,Common Stock
324,000726,"Lu Thai Textile Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
325,000727,"Nanjing Huadong Electronics Information & Technology Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
326,000728,Guoyuan Securities Company Limited,CNY,SZSE,XSHE,China,Common Stock
327,000729,"Beijing Yanjing Brewery Co.,Ltd.",CNY,SZSE,XSHE,China,Common Stock
328,000731,"Sichuan Meifeng Chemical Industry Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
329,000732,"Tahoe Group Co.,Ltd",CNY,SZSE,XSHE,China,Common Stock
330,000733,China Zhenhua ,CNY,SZSE,XSHE,China,Common Stock
331,000735,"Luoniushan Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
332,000736,CCCG Real Estate Corporation Limited,CNY,SZSE,XSHE,China,Common Stock
333,000737,"Nafine Chemical Industry Group Co.,Ltd",CNY,SZSE,XSHE,China,Common Stock
334,000738,"Aecc Aero-Engine Control Co.,Ltd.",CNY,SZSE,XSHE,China,Common Stock
335,000739,"Apeloa Pharmaceutical Co.,Ltd",CNY,SZSE,XSHE,China,Common Stock
